"t","x1","x2","x3","u"
"4.47","0.021478895","-0.069797024","2.8664155","-0.026861608"
"4.48","0.022120137","-0.06957907","2.866476","-0.027659208"
"4.49","0.022757541","-0.06935474","2.8665373","-0.028448105"
"4.5","0.023391198","-0.06912403","2.8665988","-0.02922818"
"4.51","0.024021026","-0.068886995","2.8666606","-0.03000024"
"4.52","0.024647","-0.06864369","2.866723","-0.030763566"
"4.53","0.025269145","-0.06839413","2.8667858","-0.03151843"
"4.54","0.025887419","-0.06813835","2.866849","-0.032264978"
"4.55","0.02650181","-0.067876436","2.8669126","-0.03300321"
"4.56","0.02711232","-0.067608364","2.8669767","-0.03373301"
"4.57","0.02771891","-0.06733422","2.8670413","-0.034454644"
"4.58","0.028321575","-0.06705401","2.8671062","-0.035168022"
"4.59","0.028920325","-0.06676778","2.8671718","-0.035873324"
"4.6","0.029515078","-0.0664756","2.8672376","-0.036570072"
"4.61","0.030105889","-0.066177465","2.8673038","-0.03725913"
"4.62","0.030692667","-0.065873474","2.8673708","-0.037940025"
"4.63","0.031275492","-0.06556358","2.867438","-0.03861302"
"4.64","0.03185424","-0.06524792","2.8675058","-0.039277792"
"4.65","0.032429017","-0.06492643","2.867574","-0.039934903"
"4.66","0.032999672","-0.06459927","2.8676429","-0.04058388"
"4.67","0.033566292","-0.06426638","2.867712","-0.041225106"
"4.68","0.03412879","-0.06392787","2.8677816","-0.041858375"
"4.69","0.034687206","-0.06358373","2.8678517","-0.042483628"
"4.7","0.035241447","-0.06323406","2.8679223","-0.04310143"
"4.71","0.035791643","-0.06287878","2.8679936","-0.043711513"
"4.72","0.03633758","-0.062518105","2.868065","-0.04431361"
"4.73","0.036879398","-0.06215193","2.8681371","-0.044908494"
"4.74","0.037416976","-0.061780393","2.8682096","-0.04549536"
"4.75","0.037950348","-0.061403498","2.8682828","-0.0460746"
"4.76","0.03847948","-0.061021302","2.8683562","-0.046646625"
"4.77","0.03900436","-0.060633827","2.8684301","-0.04721105"
"4.78","0.03952499","-0.06024109","2.8685048","-0.04776734"
"4.79","0.040041335","-0.059843175","2.8685796","-0.048316836"
"4.8","0.04055339","-0.059440095","2.868655","-0.048858732"
"4.81","0.04106104","-0.059032","2.8687308","-0.04939297"
"4.82","0.041564386","-0.0586188","2.868807","-0.049920022"
"4.83","0.04206333","-0.058200646","2.8688838","-0.050439283"
"4.84","0.042558026","-0.057777368","2.8689613","-0.050951585"
"4.85","0.043048155","-0.057349335","2.8690388","-0.051456466"
"4.86","0.043533977","-0.056916304","2.869117","-0.05195415"
"4.87","0.044015225","-0.05647857","2.8691957","-0.052444488"
"4.88","0.044492092","-0.056035966","2.8692746","-0.0529276"
"4.89","0.04496444","-0.05558866","2.8693542","-0.053403005"
"4.9","0.04543241","-0.055136528","2.869434","-0.053871825"
"4.91","0.045895655","-0.054679938","2.8695145","-0.054333225"
"4.92","0.046354532","-0.054218568","2.8695953","-0.054787606"
"4.93","0.04680878","-0.0537527","2.8696764","-0.055235"
"4.94","0.047258366","-0.05328241","2.869758","-0.055674747"
"4.95","0.047703445","-0.05280753","2.86984","-0.056107953"
"4.96","0.048143785","-0.052328337","2.8699224","-0.05653356"
"4.97","0.04857957","-0.051844705","2.8700051","-0.056952223"
"4.98","0.049010757","-0.051356647","2.8700883","-0.057364076"
"4.99","0.049437128","-0.05086444","2.8701718","-0.057768837"
"5.0","0.04985885","-0.050367936","2.8702557","-0.058166698"
